rp_entity_id,rpa_date_utc,timestamp_utc,entity_name,relevance,event_sentiment_score,event_relevance,topic,type,category,news_type,headline,src
D8442A,39091,39091.737329,Apple Inc.,100,0.52,100,business,product-release,product-release,NEWS-FLASH,Jobs Says Apple TV To Ship In February At $299 >AAPL,APPLE07
D8442A,39091,39091.738416,Apple Inc.,100,0.52,100,business,product-release,product-release,NEWS-FLASH,Jobs Says Apple Introduces Widescreen IPod Player >AAPL,APPLE07
D8442A,39091,39091.738625,Apple Inc.,100,0.52,100,business,product-release,product-release,NEWS-FLASH,Jobs Says Apple Will Ship Mobile Phone >AAPL,APPLE07
D8442A,39091,39091.744551,Apple Inc.,100,0.52,100,business,product-release,product-release,NEWS-FLASH,Apple CEO Jobs Says IPhone Will Hook Up To ITunes >AAPL,APPLE07
D8442A,39091,39091.745687,Apple Inc.,100,0.52,100,business,product-release,product-release,NEWS-FLASH,"Apple CEO Jobs Says IPhone Has Wide Screen, No Keyboard",APPLE07
D8442A,39091,39091.756243,Apple Inc.,100,0.52,100,business,product-release,product-release,FULL-ARTICLE,"UPDATE:Apple Unveils IPhone, Other Pdts At MacWorld>AAPL",APPLE07
D8442A,39091,39091.766632,Apple Inc.,100,0.52,100,business,product-release,product-release,FULL-ARTICLE,"UPDATE:Apple Unveils IPhone, Other Products At MacWorld",APPLE07
D8442A,39091,39091.783568,Apple Inc.,100,0.52,100,business,product-release,product-release,NEWS-FLASH,Apple CEO Jobs Says IPhone To Ship In June In US >AAPL,APPLE07
D8442A,39091,39091.79294,Apple Inc.,100,0.52,100,business,product-release,product-release,FULL-ARTICLE,"2nd UPDATE:Apple Unveils IPhone, Other Pdts At MacWorld",APPLE07
D8442A,39091,39091.79573,Apple Inc.,100,0.52,100,business,product-release,product-release,FULL-ARTICLE,AT A GLANCE: Apple Rings In With IPhone Cellphone Debut,APPLE07
D8442A,39091,39091.803183,Apple Inc.,100,0.52,100,business,product-release,product-release,FULL-ARTICLE,UPDATE: Apple Unwraps IPhone At Macworld,APPLE07
D8442A,39091,39091.803333,Apple Inc.,100,0.52,100,business,product-release,product-release,FULL-ARTICLE,"2nd UPDATE:Apple Unveils IPhone, Other Products At MacWorld",APPLE07
D8442A,39091,39091.804951,Apple Inc.,100,0.52,100,business,product-release,product-release,NEWS-FLASH,"Apple Introduces iTune Content From Mac, PC On Widescreen TV>AAPL",APPLE07
D8442A,39091,39091.840592,Apple Inc.,100,0.52,100,business,product-release,product-release,FULL-ARTICLE,3rd UPDATE: Apple Unveils IPhone; Shares Rise 6.8% >AAPL,APPLE07
D8442A,39091,39091.850984,Apple Inc.,100,0.52,100,business,product-release,product-release,FULL-ARTICLE,3rd UPDATE: Apple Unveils IPhone; Shares Rise 6.8%,APPLE07
D8442A,39091,39091.943464,Apple Inc.,100,0.52,100,business,product-release,product-release,FULL-ARTICLE,4th UPDATE: Apple Unveils IPhone; Shrs At All-Time High,APPLE07
D8442A,39091,39091.953854,Apple Inc.,100,0.52,100,business,product-release,product-release,FULL-ARTICLE,4th UPDATE: Apple Unveils IPhone; Shares At All-Time High,APPLE07
D8442A,39091,39091.956354,Apple Inc.,100,0.52,100,business,product-release,product-release,FULL-ARTICLE,2ND UPDATE: Apple Unwraps IPhone At Macworld,APPLE07
D8442A,39092,39092.524209,Apple Inc.,100,0.52,100,business,product-release,product-release,FULL-ARTICLE,Apple Unveils IPhone; Shares Close At All-Time High>AAPL,APPLE07
D8442A,39092,39092.531285,Apple Inc.,100,0.52,100,business,product-release,product-release,FULL-ARTICLE,Apple Unveils IPhone; Shares Close At All-Time High,APPLE07
D8442A,39608,39608.715228,Apple Inc.,100,0.52,100,business,product-release,product-release,NEWS-FLASH,Apple Says New Operating System Called Snow Leopard,APPLE08
D8442A,39608,39608.715963,Apple Inc.,100,0.52,100,business,product-release,product-release,NEWS-FLASH,Apple Introduces iPhone 2.0 Software,APPLE08
D8442A,39608,39608.755241,Apple Inc.,100,0.52,100,business,product-release,product-release,NEWS-FLASH,Apple Introduces IPhone Parental Controls,APPLE08
D8442A,39608,39608.788457,Apple Inc.,100,0.52,100,business,product-release,product-release,PRESS-RELEAS,Apple Introduces MobileMe Internet Service,APPLE08
D8442A,39608,39608.805692,Apple Inc.,100,0.52,100,business,product-release,product-release,PRESS-RELEAS,America Movil and Apple to Bring iPhone 3G to Mexico on July 11,APPLE08
D8442A,39608,39608.805831,Apple Inc.,100,0.52,100,business,product-release,product-release,NEWS-FLASH,America Movil And Apple To Bring iPhone 3G To Mexico On July 11,APPLE08
D8442A,39608,39608.806178,Apple Inc.,100,0.52,100,business,product-release,product-release,PRESS-RELEAS,AT&T and Apple to Launch iPhone 3G in the US on July 11,APPLE08
D8442A,39608,39608.80634,Apple Inc.,100,0.52,100,business,product-release,product-release,NEWS-FLASH,AT&T And Apple To Launch iPhone 3G In The US On July 11,APPLE08
D8442A,39608,39608.807224,Apple Inc.,100,0.52,100,business,product-release,product-release,PRESS-RELEAS,Bharti Airtel and Apple to Bring iPhone 3G to India,APPLE08
D8442A,39608,39608.807286,Apple Inc.,100,0.52,100,business,product-release,product-release,NEWS-FLASH,Bharti Airtel And Apple To Bring iPhone 3G To India,APPLE08
D8442A,39608,39608.807423,Apple Inc.,100,0.52,100,business,product-release,product-release,PRESS-RELEAS,PRESS RELEASE: AT&T and Apple to Launch iPhone 3G in the US on Ju,APPLE08
D8442A,39608,39608.807892,Apple Inc.,100,0.52,100,business,product-release,product-release,PRESS-RELEAS,Globe Telecom and Apple Bring iPhone 3G to Philippines,APPLE08
D8442A,39608,39608.807949,Apple Inc.,100,0.52,100,business,product-release,product-release,NEWS-FLASH,Globe Telecom And Apple Bring iPhone 3G To Philippines,APPLE08
D8442A,39608,39608.808278,Apple Inc.,100,0.52,100,business,product-release,product-release,PRESS-RELEAS,PRESS RELEASE: Globe Telecom and Apple Bring iPhone 3G to Philipp,APPLE08
D8442A,39608,39608.80839,Apple Inc.,100,0.52,100,business,product-release,product-release,PRESS-RELEAS,PRESS RELEASE: Bharti Airtel and Apple to Bring iPhone 3G to Indi,APPLE08
D8442A,39608,39608.808928,Apple Inc.,100,0.52,100,business,product-release,product-release,PRESS-RELEAS,PRESS RELEASE: America Movil and Apple to Bring iPhone 3G to Mexi,APPLE08
D8442A,39608,39608.809422,Apple Inc.,100,0.52,100,business,product-release,product-release,PRESS-RELEAS,Hutchison Telecom and Apple to Bring iPhone to Hong Kong on July,APPLE08
D8442A,39608,39608.809476,Apple Inc.,100,0.52,100,business,product-release,product-release,NEWS-FLASH,Hutchison Telecom And Apple To Bring iPhone To Hong Kong On July,APPLE08
D8442A,39608,39608.809682,Apple Inc.,100,0.52,100,business,product-release,product-release,PRESS-RELEAS,PRESS RELEASE: Hutchison Telecom and Apple to Bring iPhone to Hon,APPLE08
D8442A,39608,39608.810007,Apple Inc.,100,0.52,100,business,product-release,product-release,PRESS-RELEAS,O2 and Apple to Launch iPhone 3G in the UK & Ireland on July 11,APPLE08
D8442A,39608,39608.810048,Apple Inc.,100,0.52,100,business,product-release,product-release,NEWS-FLASH,O2 And Apple To Launch iPhone 3G In The UK & Ireland On July 11,APPLE08
D8442A,39608,39608.810232,Apple Inc.,100,0.52,100,business,product-release,product-release,PRESS-RELEAS,PRESS RELEASE: O2 and Apple to Launch iPhone 3G in the UK & Irela,APPLE08
D8442A,39608,39608.810958,Apple Inc.,100,0.52,100,business,product-release,product-release,PRESS-RELEAS,Optus and Apple to Bring iPhone 3G to Australia on July 11,APPLE08
D8442A,39608,39608.811435,Apple Inc.,100,0.52,100,business,product-release,product-release,NEWS-FLASH,Optus And Apple To Bring iPhone 3G To Australia On July 11,APPLE08
D8442A,39608,39608.811585,Apple Inc.,100,0.52,100,business,product-release,product-release,PRESS-RELEAS,"Orange and Apple to Bring iPhone 3G to Austria, France, Portugal",APPLE08
D8442A,39608,39608.811627,Apple Inc.,100,0.52,100,business,product-release,product-release,NEWS-FLASH,"Orange And Apple To Bring iPhone 3G To Austria, France, Portugal",APPLE08
D8442A,39608,39608.812243,Apple Inc.,100,0.52,100,business,product-release,product-release,PRESS-RELEAS,PRESS RELEASE: Optus and Apple to Bring iPhone 3G to Australia on,APPLE08
D8442A,39608,39608.812359,Apple Inc.,100,0.52,100,business,product-release,product-release,PRESS-RELEAS,"PRESS RELEASE: Orange and Apple to Bring iPhone 3G to Austria, Fr",APPLE08
D8442A,39608,39608.812426,Apple Inc.,100,0.52,100,business,product-release,product-release,PRESS-RELEAS,Rogers and Apple to Bring iPhone 3G to Canada on July 11,APPLE08
D8442A,39608,39608.812462,Apple Inc.,100,0.52,100,business,product-release,product-release,NEWS-FLASH,Rogers And Apple To Bring iPhone 3G To Canada On July 11,APPLE08
D8442A,39608,39608.812688,Apple Inc.,100,0.52,100,business,product-release,product-release,PRESS-RELEAS,PRESS RELEASE: Rogers and Apple to Bring iPhone 3G to Canada on J,APPLE08
D8442A,39608,39608.813018,Apple Inc.,100,0.52,100,business,product-release,product-release,PRESS-RELEAS,SingTel and Apple to Bring iPhone 3G to Singapore,APPLE08
D8442A,39608,39608.813076,Apple Inc.,100,0.52,100,business,product-release,product-release,NEWS-FLASH,SingTel And Apple To Bring iPhone 3G To Singapore,APPLE08
D8442A,39608,39608.813882,Apple Inc.,100,0.52,100,business,product-release,product-release,PRESS-RELEAS,PRESS RELEASE: SingTel and Apple to Bring iPhone 3G to Singapore,APPLE08
D8442A,39608,39608.813945,Apple Inc.,100,0.52,100,business,product-release,product-release,PRESS-RELEAS,Softbank and Apple to Bring iPhone 3G to Japan on July 11,APPLE08
D8442A,39608,39608.814026,Apple Inc.,100,0.52,100,business,product-release,product-release,NEWS-FLASH,Softbank And Apple To Bring iPhone 3G To Japan On July 11,APPLE08
D8442A,39608,39608.814131,Apple Inc.,100,0.52,100,business,product-release,product-release,PRESS-RELEAS,PRESS RELEASE: Softbank and Apple to Bring iPhone 3G to Japan on,APPLE08
D8442A,39608,39608.814564,Apple Inc.,100,0.52,100,business,product-release,product-release,PRESS-RELEAS,Swisscom and Apple to Bring iPhone 3G to Switzerland on July 11,APPLE08
D8442A,39608,39608.814664,Apple Inc.,100,0.52,100,business,product-release,product-release,NEWS-FLASH,Swisscom And Apple To Bring iPhone 3G To Switzerland On July 11,APPLE08
D8442A,39608,39608.814756,Apple Inc.,100,0.52,100,business,product-release,product-release,PRESS-RELEAS,PRESS RELEASE: Swisscom and Apple to Bring iPhone 3G to Switzerla,APPLE08
D8442A,39608,39608.815214,Apple Inc.,100,0.52,100,business,product-release,product-release,PRESS-RELEAS,Telecom Italia Mobile and Apple to Bring iPhone 3G to Italy on Ju,APPLE08
